recipe_name,prep_time,cook_time,total_time,servings,yield,ingredients,directions,rating,url,cuisine_path,nutrition,timing,img_src
388,Fresh Peach Cobbler I,30 mins,25 mins,55 mins,6,6 servings,"½ cup white sugar, 1 tablespoon cornstarch, ¼ teaspoon ground cinnamon, 4 cups sliced fresh peaches, 1 teaspoon lemon juice","Preheat oven to 400 degrees F (200 degrees C).
Combine 1/2 cup sugar, cornstarch, and cinnamon in a saucepan and whisk to mix. Stir in sliced peaches (see Editor's Note) and lemon juice, tossing until peaches are evenly coated.
Cook filling over medium heat, stirring constantly, until mixture thickens and boils. Boil 1 minute. Pour mixture into an ungreased 2-quart casserole dish. Keep mixture hot in oven while you make the topping.
In a medium bowl combine flour, 1 tablespoon sugar, baking powder, and salt. Mix thoroughly, then cut in shortening until mixture looks like fine crumbs. Add milk and stir until mixture is evenly moistened.
Remove peach filling from oven and drop dough onto peaches in 6 equal-size spoonfuls.
Return cobbler to oven and bake until topping is golden brown, 25 to 30 minutes.",4.2,https://www.allrecipes.com/recipe/15148/fresh-peach-cobbler-i/,/Desserts/Fruit Desserts/Peach Dessert Recipes/,"Total Fat 7g 9%, Saturated Fat 2g 10%, Cholesterol 2mg 1%, Sodium 328mg 14%, Total Carbohydrate 43g 15%, Dietary Fiber 1g 2%, Total Sugars 25g, Protein 3g, Vitamin C 37mg 185%, Calcium 106mg 8%, Iron 1mg 7%, Potassium 83mg 2%","Prep Time: 30 mins, Cook Time: 25 mins, Total Time: 55 mins, Servings: 6, Yield: 6 servings",https://www.allrecipes.com/thmb/ScC53CANgjgpYfBzaK16NdvE1ek=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5799070-fresh-peach-cobbler-i-Rustymae123-4x3-1-600bc480e1ee4252b92c7d61122893bc.jpg
389,Marie's Peach Dump Cake,10 mins,35 mins,45 mins,12,12 servings,"1 (29 ounce) can sliced peaches in heavy syrup, undrained, 1 (18.25 ounce) box yellow cake mix, ¾ cup butter, sliced into pats, or more if needed","Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking dish with margarine.
Pour peaches and heavy syrup into the prepared baking dish. Spread cake mix evenly over peaches. Arrange butter pats in even rows on the cake mix.
Bake in the preheated oven until top of cake is golden brown, 35 to 40 minutes.",4.3,https://www.allrecipes.com/recipe/229004/peach-dump-cake/,/Desserts/Fruit Desserts/Peach Dessert Recipes/,"Total Fat 17g 21%, Saturated Fat 8g 40%, Cholesterol 31mg 10%, Sodium 368mg 16%, Total Carbohydrate 42g 15%, Dietary Fiber 1g 5%, Total Sugars 26g, Protein 2g, Vitamin C 3mg 13%, Calcium 66mg 5%, Iron 1mg 4%, Potassium 125mg 3%","Prep Time: 10 mins, Cook Time: 35 mins, Total Time: 45 mins, Servings: 12, Yield: 12 servings",https://www.allrecipes.com/thmb/l1ANOAwtj3otZvWV-KbLzsCKdsk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/960642-peach-dump-cake-Sugarplum-4x3-1-0ff94d746cae437dab07f66956fcfd47.jpg
390,Peachy Bread Pudding with Caramel Sauce,15 mins,1 hrs 10 mins,1 hrs 35 mins,10,1 - 9x13 inch baking dish,"2 cups fresh peaches - peeled, pitted and halved, 1 (14 ounce) can sweetened condensed milk, 3  eggs, lightly beaten, 1 ¼ cups hot water, ¼ cup butter, melted, 1 teaspoon ground cinnamon, 1 teaspoon vanilla extract, 4 cups French bread, torn into small pieces","Preheat an oven to 325 degrees F (165 degrees C). Grease a 9x13-inch baking dish.
Chop the peaches and lightly mash them in a mixing bowl. Combine the sweetened condensed milk and the eggs; add them to the peaches and mix well. Stir in the hot water, melted butter, cinnamon, and vanilla. Stir the French bread into to the custard mixture until the bread is completely moistened. Turn the pudding into the prepared baking dish.
Bake until a knife inserted in the center of the pudding comes out clean, about 1 hour and 10 minutes.
While the pudding is baking, combine the brown sugar, 1/2 cup butter, corn syrup, and rum in a saucepan. Bring to a boil over medium heat and simmer for 3 to 4 minutes or until just slightly thickened. Let cool slightly.
Remove the pudding from the oven and let it cool for about ten minutes before serving. Serve warm with the caramel sauce. Cool and cover any leftover pudding and store it in the refrigerator.









",4.7,https://www.allrecipes.com/recipe/174599/peachy-bread-pudding-with-caramel-sauce/,/Desserts/Specialty Dessert Recipes/Bread Pudding Recipes/,"Total Fat 20g 25%, Saturated Fat 12g 58%, Cholesterol 106mg 35%, Sodium 450mg 20%, Total Carbohydrate 61g 22%, Dietary Fiber 1g 4%, Total Sugars 36g, Protein 10g, Vitamin C 12mg 61%, Calcium 158mg 12%, Iron 2mg 11%, Potassium 249mg 5%","Prep Time: 15 mins, Cook Time: 1 hrs 10 mins, Additional Time: 10 mins, Total Time: 1 hrs 35 mins, Servings: 10, Yield: 1 - 9x13 inch baking dish",https://www.allrecipes.com/thmb/N5Ch9siAU_8Zp-4PiLkQXEr4QNQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6721333-60808fdc1b1e4da8ba4b288992bf3e85.jpg
392,Baked Peaches,10 mins,20 mins,30 mins,6,6 servings,"1 (16 ounce) package frozen peach slices, ⅓ cup brown sugar substitute, ¼ cup pecans, 1 tablespoon all-purpose flour, 1 teaspoon vanilla extract","Preheat oven to 350 degrees F (175 degrees C).
Spread peach slices into a baking dish in a single layer. Stir brown sugar substitute, pecans, flour, and vanilla extract together; spread over the peach slices.
Bake in preheated oven until the peaches are heated through, 20 to 30 minutes.",4.6,https://www.allrecipes.com/recipe/241987/baked-peaches/,/Desserts/Fruit Desserts/Peach Dessert Recipes/,"Total Fat 3g 4%, Saturated Fat 0g 2%, Sodium 11mg 0%, Total Carbohydrate 21g 8%, Dietary Fiber 2g 6%, Total Sugars 18g, Protein 1g, Vitamin C 71mg 357%, Calcium 16mg 1%, Iron 1mg 3%, Potassium 120mg 3%","Prep Time: 10 mins, Cook Time: 20 mins, Total Time: 30 mins, Servings: 6, Yield: 6 servings",https://www.allrecipes.com/thmb/g1jAg_Nt-e9G5lhV_-KGTbVnGOY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2227498-603893f3c0064200aa78b7ff6ffe0210.jpg
396,Fresh Peach Pie I,,,,8,1 pie,"1 (9 inch) pie shell, baked, 1 cup white sugar, ½ cup water, 3 tablespoons cornstarch, 1 tablespoon butter, 2 cups fresh peaches, pitted and mashed, ¼ teaspoon ground nutmeg, 1 teaspoon vanilla extract, 4 cups fresh peaches - pitted, skinned, and sliced","Combine sugar, water, cornstarch, butter or margarine, mashed peaches, and nutmeg in a saucepan. Cook over medium heat until clear and thick. Stir in vanilla.
Fill pie shell with sliced fresh peaches, alternating with the glaze. Refrigerate.",4.5,https://www.allrecipes.com/recipe/12308/fresh-peach-pie-i/,/Desserts/Pies/Fruit Pies/Peach Pie Recipes/,"Total Fat 9g 12%, Saturated Fat 3g 15%, Cholesterol 4mg 1%, Sodium 136mg 6%, Total Carbohydrate 44g 16%, Dietary Fiber 0g 1%, Total Sugars 31g, Protein 2g, Vitamin C 41mg 206%, Calcium 15mg 1%, Iron 1mg 4%, Potassium 49mg 1%","Servings: 8, Yield: 1 pie",https://www.allrecipes.com/thmb/K4zHRQhHYdUV1Vi2nWtufvNAzTA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4533102-fresh-peach-pie-i-Karen-4x3-1-3a7890d118ab43e79f54414b8073e37a.jpg
398,Grandma's Peach Cobbler,10 mins,45 mins,1 hrs 5 mins,10,10 servings,"¾ cup unsalted butter, softened, 1 (15 ounce) can peaches in heavy syrup, 1 ½ cups white sugar, divided, ½ cup brown sugar, 1 teaspoon ground cinnamon, 1 teaspoon ground nutmeg, ¼ teaspoon vanilla extract, 1 cup milk, 1 cup all-purpose flour, 1 tablespoon baking powder, 1 pinch salt","Preheat oven to 350 degrees F (175 degrees C). Place 1/2 cup butter in a casserole dish.
Place casserole dish in the preheating oven until butter is melted. Remove.
Mix remaining 1/4 cup butter, peaches, 1/2 cup white sugar, brown sugar, cinnamon, nutmeg, and vanilla extract together in a bowl. Spread over melted butter in the casserole dish.
Mix remaining 1 cup white sugar, milk, flour, baking powder, and salt together in a bowl to make a smooth batter. Pour over peach mixture.
Bake in the preheated oven until golden brown, about 45 minutes. Let stand for 10 minutes before serving.",4.5,https://www.allrecipes.com/recipe/257540/grandmas-peach-cobbler/,/Desserts/Fruit Desserts/Peach Dessert Recipes/,"Total Fat 15g 19%, Saturated Fat 9g 46%, Cholesterol 39mg 13%, Sodium 133mg 6%, Total Carbohydrate 57g 21%, Dietary Fiber 1g 4%, Total Sugars 46g, Protein 3g, Vitamin C 2mg 8%, Calcium 105mg 8%, Iron 1mg 5%, Potassium 125mg 3%","Prep Time: 10 mins, Cook Time: 45 mins, Additional Time: 10 mins, Total Time: 1 hrs 5 mins, Servings: 10, Yield: 10 servings",https://www.allrecipes.com/thmb/ddkruPV3ET7Fg2Og89ShbzbtXx8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6022309-695a276327e443b6964b53be753f9313.jpg
402,Pear Sour Cream Pie,25 mins,45 mins,3 hrs 10 mins,6,1 to 9 - inch pie,"1 (9 inch) pie crust pastry, ½ cup white sugar, 1 cup sour cream, ¼ cup all-purpose flour, 1  egg, beaten, 1 teaspoon vanilla extract, ¼ teaspoon salt, 4 large pears - peeled, cored and sliced","Preheat an oven to 350 degrees F (175 degrees C). Roll out the pastry and transfer it to a 9-inch pie plate. Trim any extra dough and crimp the edge.
Combine 1/2 cup sugar, sour cream, 1/4 cup flour, egg, vanilla, and salt in a bowl until blended. Fold in the pears. Pour the mixture into the pie plate and bake the pie for 15 minutes.
While the pie is baking, prepare the topping: mix the 2/3 cup flour, 1/3 cup sugar, melted butter, and rolled oats together in a bowl.
Remove the pie from the oven and sprinkle with the crumble topping. Return the pie to the oven and bake until the filling is set and the crust is brown, about 20 minutes more. Allow to cool and set before serving.",4.6,https://www.allrecipes.com/recipe/176287/pear-sour-cream-pie/,/Desserts/Pies/Fruit Pies/Pear Pie Recipes/,"Total Fat 29g 38%, Saturated Fat 14g 70%, Cholesterol 73mg 24%, Sodium 355mg 15%, Total Carbohydrate 86g 31%, Dietary Fiber 7g 24%, Total Sugars 42g, Protein 8g, Vitamin C 6mg 31%, Calcium 75mg 6%, Iron 3mg 14%, Potassium 309mg 7%","Prep Time: 25 mins, Cook Time: 45 mins, Additional Time: 2 hrs, Total Time: 3 hrs 10 mins, Servings: 6, Yield: 1 to 9 - inch pie",https://www.allrecipes.com/thmb/630oLLt8S74uTRqQR3YAJXXnYFk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3984976-a0542be6eeca47eaae39dab483236de1.jpg
403,Sour Cream Pear Pie,15 mins,55 mins,1 hrs 10 mins,8,1 9-inch pie,"¾ cup sugar, 1 tablespoon all-purpose flour, ¼ teaspoon ground cinnamon, 1 pinch salt, 1  egg, beaten, 1 cup sour cream, 2 (15 ounce) cans pears, drained and chopped, 1 (9 inch) graham cracker crust, ½ cup sugar, ⅔ cup butter, ⅔ cup all-purpose flour","Preheat the oven to 350 degrees F (175 degrees C).
In a medium bowl, stir together 3/4 cup sugar, 1 tablespoon flour, cinnamon and salt. Mix in the egg and sour cream until smooth. Add pears, and stir gently until coated. Pour the mixture into a graham cracker crust.
Bake for 25 minutes in the preheated oven. While the pie is baking, make the topping in a medium bowl. Stir together the sugar and flour. Cut in butter until the mixture resembles coarse crumbs. Sprinkle topping over the pie.
Bake for an additional 30 minutes. Cool completely before serving.









",4.5,https://www.allrecipes.com/recipe/54694/sour-cream-pear-pie/,/Desserts/Pies/Fruit Pies/Pear Pie Recipes/,"Total Fat 30g 38%, Saturated Fat 15g 76%, Cholesterol 77mg 26%, Sodium 327mg 14%, Total Carbohydrate 74g 27%, Dietary Fiber 3g 9%, Total Sugars 53g, Protein 5g, Vitamin C 2mg 10%, Calcium 60mg 5%, Iron 2mg 9%, Potassium 195mg 4%","Prep Time: 15 mins, Cook Time: 55 mins, Total Time: 1 hrs 10 mins, Servings: 8, Yield: 1 9-inch pie",https://www.allrecipes.com/thmb/PkltlR4goR6gwVyWpW5H67Wingc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7226866-a783ef8cf13a42acb1298e2b70558dd7.jpg
404,Pear and Chocolate Tart,,50 mins,1 hrs 10 mins,8,1 9-inch tart,"1  shortcrust pastry crust, 6 ½ ounces 70% dark chocolate, chopped, 1 ½ cups ground almonds, 2  eggs, ½ cup superfine sugar, 6 ½ tablespoons butter, softened, 3  pears - peeled, cored, and quartered","Preheat the oven to 375 degrees F (190 degrees C).
Roll pastry out to 1/4 inch thickness and use it to line a 9-inch tart dish. Prick the pastry with a fork and then place into the freezer for 20 minutes to prevent pastry from rising during baking.
Bake in the preheated oven for 10 minutes. Set crust aside. Reduce oven temperature to 325 degrees F (165 degrees C).
Heat a saucepan about 1/3-full of water to a low simmer, about 5 minutes, then reduce heat to lowest setting. Place a heat-proof bowl over the pan in such a way that it does not touch the water. Add chocolate to the bowl and allow to melt. Limit stirring to an absolute minimum to prevent chocolate from separating.
Mix ground almonds, eggs, sugar, and butter together in a bowl. Add warm melted chocolate and stir to combine. Pour chocolate mixture into the baked pastry crust.
Arrange pears on top of the tart by pressing them into the chocolate mixture.
Bake in the hot oven until pastry is golden and mixture is firm, 35 to 45 minutes.",4.0,https://www.allrecipes.com/recipe/273033/pear-and-chocolate-tart/,/Desserts/Pies/Tarts/Fruit Tart Recipes/,"Total Fat 37g 47%, Saturated Fat 10g 51%, Cholesterol 73mg 24%, Sodium 203mg 9%, Total Carbohydrate 53g 19%, Dietary Fiber 7g 26%, Total Sugars 32g, Protein 9g, Vitamin C 3mg 17%, Calcium 74mg 6%, Iron 2mg 11%, Potassium 291mg 6%","Cook Time: 50 mins, Additional Time: 20 mins, Total Time: 1 hrs 10 mins, Servings: 8, Yield: 1 9-inch tart",https://www.allrecipes.com/thmb/K2-GSyheBLnzdcOybHBpNA6mJqE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8457435-d1bba36c46ed4dfb9797b5c6ea457b8e.jpg
405,Pear Pie III,15 mins,1 hrs,1 hrs 15 mins,8,1 to 9 - inch pie,"1 (9 inch) unbaked pie crust, 2  pears - peeled, cored and cut in half, 1 cup white sugar, ¼ cup butter, ¼ cup all-purpose flour, 1 tablespoon vanilla extract, 2  eggs, beaten","Preheat the oven to 350 degrees F (175 degrees C).
Press the pie pastry into the bottom and up the sides of a 9 inch pie plate. Flute the edges. Place the pear halves cut side down in the pie crust with the small ends toward the center.
In a medium bowl, mix the butter and sugar together until smooth, then beat in the eggs one at a time until light and fluffy. Stir in flour and vanilla. Pour over the top of the pears.
Bake for 1 hour in the preheated oven, until pears are soft and custard is set in the center. Cool completely before slicing and serving.",4.5,https://www.allrecipes.com/recipe/91511/pear-pie-iii/,/Desserts/Pies/Fruit Pies/Pear Pie Recipes/,"Total Fat 15g 19%, Saturated Fat 6g 30%, Cholesterol 62mg 21%, Sodium 176mg 8%, Total Carbohydrate 47g 17%, Dietary Fiber 3g 9%, Total Sugars 31g, Protein 4g, Vitamin C 2mg 11%, Calcium 16mg 1%, Iron 1mg 6%, Potassium 102mg 2%","Prep Time: 15 mins, Cook Time: 1 hrs, Total Time: 1 hrs 15 mins, Servings: 8, Yield: 1 to 9 - inch pie",https://www.allrecipes.com/thmb/-c2XqtAA0z3fPJUzsVGe6y59DFU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5791553-0dcee488a39a4a6792f360767bee837e.jpg
406,Rustic Autumn Fruit Tart,15 mins,30 mins,1 hrs 45 mins,8,1 8-inch tart,"½ cup butter, chilled, ½ cup cream cheese, 1 ½ cups all-purpose flour, 2  apples - peeled, cored, and thinly sliced, 1  pear - peeled, cored and sliced, ¼ cup orange juice, ⅓ cup brown sugar, ½ teaspoon ground cinnamon, ¼ teaspoon ground nutmeg, ¼ teaspoon ground cardamom, 1 ½ tablespoons cornstarch, ½ cup apricot jam, warmed","Cut the cold butter and cream cheese into the flour with a knife or pastry blender until the mixture resembles coarse crumbs. (This can also be done in a food processor: pulse the cold butter into the flour until the mixture resembles cornmeal; add the cream cheese and pulse until it's the size of small peas.) When you squeeze a handful of the mixture, it should form a ball. Shape the dough into a round disk, wrap it in plastic, and refrigerate for at least 1 hour.
Toss the sliced apples and pear with the orange juice. Whisk together the brown sugar, cinnamon, nutmeg, cardamom, and cornstarch. Toss the fruit with the sugar-spice mixture and set aside.
Preheat an oven to 375 degrees F (190 degrees C). Set out an 8-inch tart pan, or, if you'll be making a free-form tart (galette), lightly grease a baking sheet.
Roll the pastry out on a lightly floured work surface to form a 10-inch circle. Transfer the dough to the tart pan or baking sheet. Arrange the fruit decoratively in the tart pastry. If you're baking the tart on a baking sheet, leave a 2-inch rim of dough and fold it up over the edge of the fruit (the pastry folds will overlap).
Bake the tart in the preheated oven until the crust is browned and the filling is bubbly, about 30 minutes. Remove the tart from the oven and brush it with the apricot jam.",4.3,https://www.allrecipes.com/recipe/93779/rustic-autumn-fruit-tart/,/Desserts/Pies/Tarts/Fruit Tart Recipes/,"Total Fat 17g 22%, Saturated Fat 11g 53%, Cholesterol 47mg 16%, Sodium 137mg 6%, Total Carbohydrate 51g 18%, Dietary Fiber 2g 8%, Total Sugars 24g, Protein 4g, Vitamin C 8mg 41%, Calcium 37mg 3%, Iron 2mg 9%, Potassium 152mg 3%","Prep Time: 15 mins, Cook Time: 30 mins, Additional Time: 1 hrs, Total Time: 1 hrs 45 mins, Servings: 8, Yield: 1 8-inch tart",https://www.allrecipes.com/thmb/YobgWn4WpEi7WcirYVcfezX5ht8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1443473-d4a2ae76ef574b10851b04b014823843.jpg
407,Cheddar Pear Pie,20 mins,45 mins,1 hrs 5 mins,6,1 to 9 - inch pie,"½ cup all-purpose flour, ½ cup brown sugar, ½ cup shredded Cheddar cheese, ¼ cup butter","Preheat the oven to 400 degrees F (200 degrees C).
Combine the flour, 1/2 cup brown sugar, and Cheddar cheese. Cut in the butter until the mixture resembles coarse crumbs.
Toss the sliced pears with the lemon juice. Combine the 1/2 cup brown sugar, cornstarch, and cinnamon in a separate bowl. Add the sugar mixture to the pears and toss to coat.
Transfer the pears to the pie crust and top with the crumble mixture. Bake in the preheated oven until the top is golden brown, about 45 minutes.",4.7,https://www.allrecipes.com/recipe/176269/cheddar-pear-pie/,/Desserts/Pies/Vintage Pie Recipes/,"Total Fat 21g 27%, Saturated Fat 9g 47%, Cholesterol 30mg 10%, Sodium 281mg 12%, Total Carbohydrate 87g 32%, Dietary Fiber 7g 24%, Total Sugars 52g, Protein 6g, Vitamin C 8mg 41%, Calcium 123mg 9%, Iron 2mg 11%, Potassium 291mg 6%","Prep Time: 20 mins, Cook Time: 45 mins, Total Time: 1 hrs 5 mins, Servings: 6, Yield: 1 to 9 - inch pie",https://www.allrecipes.com/thmb/pbBYeErgvZq227MquoW3h3YeKU8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4002821-12cf8e65840a408594f3695f63449aa4.jpg
408,Hasselback Pear Tart,20 mins,35 mins,1 hrs 15 mins,8,1 10-inch square tart pan,"1 sheet frozen puff pastry - thawed, unfolded, and lightly rolled, 2  Bartlett pears, halved and cored, 2  d'Anjou pears, halved and cored, 1  red pear, halved and cored, 2 tablespoons white sugar, ½  lemon, juiced, ½ (8 ounce) package cream cheese, softened, ½ cup confectioners' sugar, ½ teaspoon vanilla extract, 1 tablespoon turbinado sugar","Preheat oven to 400 degrees F (200 degrees C). Fit puff pastry into a 10-inch square tart pan with removable sides.
Place a pear half, cut-side down, onto a work surface. Place a chopstick above and below the pear half, so the pear is framed on the top and bottom. Thinly slice the pear half lengthwise, stopping when the knife hits the chopstick and leaving the bottom 1/4 inch of the pear intact. Repeat with the remaining pear halves.
Place hasselbacked pears in a bowl; add white sugar and lemon juice and gently toss to coat. Let hasselbacked pears stand for 5 minutes.
Mix cream cheese, confectioners' sugar, and vanilla extract together in a bowl; spread over puff pastry. Arrange hasselbacked pears over cream cheese layer, cutting some of the halves into quarters if needed to fit them in. Slightly fan out each pear and drizzle any accumulated juices from the pear bowl over pears. Sprinkle turbinado sugar over tart.
Bake in the preheated oven until crust is puffed and lightly browned and juices are bubbling, about 35 minutes. Cool tart for 15 minutes before slicing.",4.6,https://www.allrecipes.com/recipe/255904/hasselback-pear-tart/,/Desserts/Pies/Tarts/Fruit Tart Recipes/,"Total Fat 17g 21%, Saturated Fat 6g 30%, Cholesterol 15mg 5%, Sodium 118mg 5%, Total Carbohydrate 43g 16%, Dietary Fiber 4g 14%, Total Sugars 23g, Protein 4g, Vitamin C 10mg 49%, Calcium 29mg 2%, Iron 1mg 7%, Potassium 175mg 4%","Prep Time: 20 mins, Cook Time: 35 mins, Additional Time: 20 mins, Total Time: 1 hrs 15 mins, Servings: 8, Yield: 1 10-inch square tart pan",https://www.allrecipes.com/thmb/ftrWYczkvsBmlJAirUZ-6RzHSG4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4059860-05ea871c1a9149868457d90bc9e2d487.jpg
